STNAME,CTYNAME,PCNT_BLACK,Site Name,Site Score,Site EPA ID,SEMS ID,Region ID,State,City,County,Status,Latitude,Longitude,Proposed Date,Listing Date,Construction Completion Date,Construction Completion Number,NOID Date,Deletion Date,Site Listing Narrative,Site Progress Profile,Proposed FR Notice,Listing FR Notice,NOID FR Notice,Deletion FR Notice,Restoration FR Notice Jumper Page,Site has had a Partial Deletion,CreationDate,Creator,EditDate,Editor,ObjectId2,x,y
Mississippi,Attala,0.4423902277979531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Autauga,0.21092197819900124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Avoyelles,0.31259964129135115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bacon,0.1757434611250448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Baker,0.1513865114686751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Baker,0.44930875576036866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Baldwin,0.43263533080864336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maryland,Baltimore,0.3200478625040792,"Chemical Metals Industries, Inc.",0.0,MDD980555478,300289.0,3.0,Maryland,Baltimore,Baltimore,Deleted NPL Site,39.265419,-76.6325,10/23/1981,,12/30/1982,4.0,,12/30/1982,"<a href=""https://semspub.epa.gov/src/document/03/900284"" target=""_blank"">MDD980555478 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300289"" target=""_blank"">Chemical Metals Industries, Inc.</a>",,,,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,No,,,,,204.0,-8530690.878215536,4759762.192198376
Maryland,Baltimore,0.3200478625040792,Kane & Lombard Street Drums,30.15,MDD980923783,300344.0,3.0,Maryland,Baltimore,Baltimore,NPL Site,39.2956,-76.5419,10/15/1984,06/10/1986,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900283"" target=""_blank"">MDD980923783 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300344"" target=""_blank"">Kane & Lombard Street Drums</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,203.0,-8520605.332349667,4764102.621409269
Maryland,Baltimore,0.3200478625040792,68th Street Dump,50.0,MDD980918387,300338.0,3.0,Maryland,Baltimore,Baltimore,Proposed NPL Site,39.307967,-76.517886,04/30/2003,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900249"" target=""_blank"">MDD980918387 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300338"" target=""_blank"">68th Street Dump</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,,No,,,,,219.0,-8517932.106097758,4765881.700873367
Maryland,Baltimore,0.3200478625040792,Sauer Dump,50.0,MDD981038334,300348.0,3.0,Maryland,Dundalk,Baltimore,NPL Site,39.270267,-76.45271,03/10/2011,03/15/2012,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900038"" target=""_blank"">MDD981038334 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300348"" target=""_blank"">Sauer Dump</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,,No,,,,,222.0,-8510676.746965813,4760459.273029949
Maryland,Baltimore,0.6420192421102293,"Chemical Metals Industries, Inc.",0.0,MDD980555478,300289.0,3.0,Maryland,Baltimore,Baltimore,Deleted NPL Site,39.265419,-76.6325,10/23/1981,,12/30/1982,4.0,,12/30/1982,"<a href=""https://semspub.epa.gov/src/document/03/900284"" target=""_blank"">MDD980555478 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300289"" target=""_blank"">Chemical Metals Industries, Inc.</a>",,,,"<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>",,No,,,,,204.0,-8530690.878215536,4759762.192198376
Maryland,Baltimore,0.6420192421102293,Kane & Lombard Street Drums,30.15,MDD980923783,300344.0,3.0,Maryland,Baltimore,Baltimore,NPL Site,39.2956,-76.5419,10/15/1984,06/10/1986,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900283"" target=""_blank"">MDD980923783 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300344"" target=""_blank"">Kane & Lombard Street Drums</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,203.0,-8520605.332349667,4764102.621409269
Maryland,Baltimore,0.6420192421102293,68th Street Dump,50.0,MDD980918387,300338.0,3.0,Maryland,Baltimore,Baltimore,Proposed NPL Site,39.307967,-76.517886,04/30/2003,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900249"" target=""_blank"">MDD980918387 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300338"" target=""_blank"">68th Street Dump</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10649.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,,No,,,,,219.0,-8517932.106097758,4765881.700873367
Maryland,Baltimore,0.6420192421102293,Sauer Dump,50.0,MDD981038334,300348.0,3.0,Maryland,Dundalk,Baltimore,NPL Site,39.270267,-76.45271,03/10/2011,03/15/2012,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900038"" target=""_blank"">MDD981038334 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300348"" target=""_blank"">Sauer Dump</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6329.pdf"" target=""_blank"">03/15/2012 (PDF)</a>",,,,No,,,,,222.0,-8510676.746965813,4760459.273029949
South Carolina,Bamberg,0.6087018342101521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Barbour,0.4908450133679008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Barnwell,0.4496309786255152,Shuron Inc.,68.26,SCD003357589,405643.0,4.0,South Carolina,Barnwell,Barnwell,NPL Site,33.236694,-81.375778,06/17/1996,12/23/1996,10/18/2011,1121.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121368"" target=""_blank"">SCD003357589 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405643"" target=""_blank"">Shuron Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15033.pdf"" target=""_blank"">06/17/1996 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-12-23/pdf/96-32353.pdf"" target=""_blank"">12/23/1996 (PDF)</a>",,,,No,,,,,1198.0,-9058710.169866474,3926763.4406554056
Georgia,Barrow,0.143320518981259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Beaufort,0.2583308507469039,"FCX, Inc. (Washington Plant)",40.39,NCD981475932,404280.0,4.0,North Carolina,Washington,Beaufort,NPL Site,35.559581,-77.07445,06/24/1988,03/31/1989,09/22/2005,953.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121328"" target=""_blank"">NCD981475932 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404280"" target=""_blank"">FCX, Inc. (Washington Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,,No,,,,,166.0,-8579888.527171625,4240188.397706893
South Carolina,Beaufort,0.1902124691602211,Independent Nail Co.,57.9,SCD004773644,403262.0,4.0,South Carolina,Beaufort,Beaufort,Deleted NPL Site,32.466389,-80.741111,09/08/1983,09/21/1984,09/13/1988,31.0,01/13/1995,04/03/1995,"<a href=""https://semspub.epa.gov/src/document/04/11121496"" target=""_blank"">SCD004773644 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403262"" target=""_blank"">Independent Nail Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-01-13/pdf/95-826.pdf"" target=""_blank"">01/13/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-04-03/pdf/95-8026.pdf"" target=""_blank"">04/03/1995 (PDF)</a>",,No,,,,,1177.0,-8988059.36260318,3824688.3395322254
South Carolina,Beaufort,0.1902124691602211,Kalama Specialty Chemicals,57.9,SCD094995503,403343.0,4.0,South Carolina,Beaufort,Beaufort,NPL Site,32.4734,-80.7401,09/08/1983,09/21/1984,06/29/1999,608.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121497"" target=""_blank"">SCD094995503 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403343"" target=""_blank"">Kalama Specialty Chemicals</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,1178.0,-8987946.818597987,3825613.4139997764
South Carolina,Beaufort,0.1902124691602211,"Wamchem, Inc.",47.7,SCD037405362,403275.0,4.0,South Carolina,Burton,Beaufort,NPL Site,32.497219,-80.74166899999999,09/08/1983,09/21/1984,09/30/1997,486.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121500"" target=""_blank"">SCD037405362 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403275"" target=""_blank"">Wamchem, Inc.</a>","<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,1181.0,-8988121.478879042,3828756.777676267
South Carolina,Beaufort,0.1902124691602211,Parris Island Marine Corps Recruit Depot,50.0,SC6170022762,403488.0,4.0,South Carolina,Parris Island,Beaufort,NPL Site,32.3528,-80.7031,08/23/1994,12/16/1994,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121364"" target=""_blank"">SC6170022762 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403488"" target=""_blank"">Parris Island Marine Corps Recruit Depot</a>","<a href=""https://semspub.epa.gov/src/document/11/189658"" target=""_blank"">08/23/1994 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,,No,,,,,1197.0,-8983827.997438638,3809710.7258890183
Louisiana,Beauregard,0.13390404565698588,American Creosote DeRidder,50.0,LAN000604293,604293.0,6.0,Louisiana,DeRidder,Beauregard,NPL Site,30.831692999999998,-93.276863,08/03/2017,01/18/2018,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/11/197114"" target=""_blank"">LAN000604293 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0604293"" target=""_blank"">American Creosote DeRidder</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16171.pdf"" target=""_blank"">08/03/2017 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00619.pdf"" target=""_blank"">01/18/2018 (PDF)</a>",,,,No,,,,,557.0,-10383532.89195394,3610910.5115044564
Texas,Bell,0.2730516581984107,Rockwool Industries Inc.,48.0,TXD066379645,605009.0,6.0,Texas,Bell County,Bell,NPL Site,31.051667,-97.438056,03/06/1998,09/29/1998,09/29/2005,962.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300293"" target=""_blank"">TXD066379645 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0605009"" target=""_blank"">Rockwool Industries Inc.</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25889.pdf"" target=""_blank"">09/29/1998 (PDF)</a>",,,,No,,,,,1483.0,-10846754.777806476,3639460.906249706
Georgia,Ben Hill,0.37820359281437127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Benton,0.36675142269039834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Carolina,Berkeley,0.26123813660835343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michigan,Berrien,0.16313452976186596,Electrovoice,35.36,MID005068143,502237.0,5.0,Michigan,Buchanan,Berrien,NPL Site,41.8206,-86.3545,12/30/1982,09/21/1984,09/21/1999,644.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633525"" target=""_blank"">MID005068143 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502237"" target=""_blank"">Electrovoice</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>",,,,No,,,,,252.0,-9612938.967707744,5134143.960812743
Michigan,Berrien,0.16313452976186596,Aircraft Components (D & L Sales),0.0,MI0001119106,507629.0,5.0,Michigan,Benton Harbor,Berrien,NPL Site,42.126944,-86.454444,10/02/1995,06/17/1996,08/24/2004,904.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633432"" target=""_blank"">MI0001119106 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0507629"" target=""_blank"">Aircraft Components (D & L Sales)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-10-02/pdf/95-24414.pdf"" target=""_blank"">10/02/1995 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1996-06-17/pdf/96-15032.pdf"" target=""_blank"">06/17/1996 (PDF)</a>",,,,No,,,,,621.0,-9624064.682895584,5180014.047824903
Michigan,Berrien,0.16313452976186596,Bendix Corp./Allied Automotive,37.27,MID005107222,502238.0,5.0,Michigan,St. Joseph,Berrien,NPL Site,42.04945,-86.51195,06/24/1988,02/21/1990,12/03/2001,806.0,,,"<a href=""https://semspub.epa.gov/src/document/05/633399"" target=""_blank"">MID005107222 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502238"" target=""_blank"">Bendix Corp./Allied Automotive</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,,No,,,,,612.0,-9630466.221533144,5168389.69480379
North Carolina,Bertie,0.6189898136908217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Bibb,0.21912119317674378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bibb,0.5684811209266187,Armstrong World Industries,50.0,GAN000410033,410033.0,4.0,Georgia,Macon,Bibb,NPL Site,32.773497,-83.6516,10/21/2010,09/16/2011,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121080"" target=""_blank"">GAN000410033 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410033"" target=""_blank"">Armstrong World Industries</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-10-21/pdf/2010-26461.pdf"" target=""_blank"">10/21/2010 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>",,,,No,,,,,739.0,-9312053.516042603,3865277.9260883373
Georgia,Bibb,0.5684811209266187,Macon Naval Ordnance Plant,48.97,GAD003302676,405304.0,4.0,Georgia,Macon,Bibb,NPL Site,32.777658,-83.639675,03/15/2012,05/24/2013,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/04/11121091"" target=""_blank"">GAD003302676 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405304"" target=""_blank"">Macon Naval Ordnance Plant</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2012-03-15/pdf/2012-6328.pdf"" target=""_blank"">03/15/2012 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2013-05-24/pdf/2013-12324.pdf"" target=""_blank"">05/24/2013 (PDF)</a>",,,,No,,,,,740.0,-9310726.031114893,3865828.8321494265
Louisiana,Bienville,0.42443924174911263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Carolina,Bladen,0.35013141006050974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bleckley,0.2777130428027655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi,Bolivar,0.6417004048582996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louisiana,Bossier,0.2444131329749132,Highway 71/72 Refinery,50.0,LAD981054075,600641.0,6.0,Louisiana,Bossier City,Bossier,Proposed NPL Site,32.516667,-93.711667,02/13/1995,,,0.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300287"" target=""_blank"">LAD981054075 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600641"" target=""_blank"">Highway 71/72 Refinery</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-1995-02-13/pdf/95-3601.pdf"" target=""_blank"">02/13/1995 (PDF)</a>",,,,,No,,,,,542.0,-10431935.05182882,3831323.923272445
Texas,Bowie,0.26798219743685986,"Koppers Co., Inc. (Texarkana Plant)",31.31,TXD980623904,602570.0,6.0,Texas,Texarkana,Bowie,NPL Site,33.416669,-94.065,10/15/1984,06/10/1986,08/20/2002,819.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300377"" target=""_blank"">TXD980623904 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602570"" target=""_blank"">Koppers Co., Inc. (Texarkana Plant)</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,1466.0,-10471267.90146928,3950741.30231194
Texas,Bowie,0.26798219743685986,Lone Star Army Ammunition Plant,31.85,TX7213821831,603609.0,6.0,Texas,Texarkana,Bowie,NPL Site,33.4344,-94.2483,10/15/1984,07/22/1987,09/24/2002,833.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300383"" target=""_blank"">TX7213821831 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0603609"" target=""_blank"">Lone Star Army Ammunition Plant</a>","<a href=""https://semspub.epa.gov/src/document/11/189641"" target=""_blank"">10/15/1984 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>",,,,No,,,,,1472.0,-10491672.764131686,3953106.26769162
Texas,Bowie,0.26798219743685986,Texarkana Wood Preserving Co.,40.19,TXD008056152,601695.0,6.0,Texas,Texarkana,Bowie,NPL Site,33.408331,-94.05333900000001,04/10/1985,06/10/1986,09/21/2012,1135.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300385"" target=""_blank"">TXD008056152 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601695"" target=""_blank"">Texarkana Wood Preserving Co.</a>","<a href=""https://semspub.epa.gov/src/document/11/189642"" target=""_blank"">04/10/1985 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>",,,,No,,,,,1474.0,-10469969.804887138,3949629.3446479496
Florida,Bradford,0.21722633949150738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas,Bradley,0.28282077487689306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Brazoria,0.16125782869845884,Gulfco Marine Maintenance,50.0,TXD055144539,602027.0,6.0,Texas,Freeport,Brazoria,NPL Site,28.966846999999998,-95.28965600000001,09/05/2002,04/30/2003,09/29/2011,1119.0,,,"<a href=""https://semspub.epa.gov/src/document/06/300320"" target=""_blank"">TXD055144539 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602027"" target=""_blank"">Gulfco Marine Maintenance</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2002-09-05/pdf/02-22539.pdf"" target=""_blank"">09/05/2002 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2003-04-30/pdf/03-10648.pdf"" target=""_blank"">04/30/2003 (PDF)</a>",,,,No,,,,,1496.0,-10607595.983786203,3371427.077211972
New York,Bronx,0.4678964354286786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Brooks,0.36054861874878696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Florida,Broward,0.3182379154210054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illinois,Brown,0.1939799331103679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Brunswick,0.5570821267944057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Bryan,0.17134781840664193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia,Buckingham,0.3534522976440401,Buckingham County Landfill,40.7,VAD089027973,302624.0,3.0,Virginia,Buckingham,Buckingham,NPL Site,37.514169,-78.516669,06/24/1988,10/04/1989,09/21/1998,542.0,,,"<a href=""https://semspub.epa.gov/src/document/03/900254"" target=""_blank"">VAD089027973 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302624"" target=""_blank"">Buckingham County Landfill</a>","<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,,No,,,,,1054.0,-8740435.611864008,4511019.707072708
Georgia,Bulloch,0.30731835996382273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alabama,Bullock,0.7099297099297099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,Burke,0.4792476433007193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texas,Burleson,0.13685409098302878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,Burlington,0.20238958659388478,Ellis Property,34.62,NJD980529085,200620.0,2.0,New Jersey,Evesham Township,Burlington,NPL Site,39.905,-74.864719,12/30/1982,09/08/1983,09/27/2000,731.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363628"" target=""_blank"">NJD980529085 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200620"" target=""_blank"">Ellis Property</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,949.0,-8333902.397461512,4852146.726599129
New Jersey,Burlington,0.20238958659388478,Lang Property,48.89,NJD980505382,200554.0,2.0,New Jersey,Pemberton Township,Burlington,NPL Site,39.929161,-74.49445,12/30/1982,09/08/1983,09/13/1995,307.0,,,"<a href=""https://semspub.epa.gov/src/document/02/363642"" target=""_blank"">NJD980505382 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200554"" target=""_blank"">Lang Property</a>","<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>",,,,No,,,,,963.0,-8292684.240924978,4855653.482544739
